national,south,north,east,central,west,year,month
61,52,61,48,55,56,2016,5
61,52,61,48,54,56,2016,5
60,52,60,47,53,56,2016,5
59,51,59,48,53,55,2016,5
59,51,59,47,53,55,2016,5
57,51,57,46,52,55,2016,5
56,50,56,46,51,55,2016,5
55,49,55,43,48,55,2016,5
55,47,54,35,42,55,2016,5
54,40,54,28,38,54,2016,5
54,37,54,28,33,54,2016,5
53,37,53,26,33,53,2016,5
53,38,53,26,33,52,2016,5
52,41,52,26,33,52,2016,5
52,42,52,26,34,52,2016,5
52,43,51,26,36,52,2016,5
52,41,52,24,34,52,2016,5
52,40,52,26,33,52,2016,5
52,40,52,28,33,51,2016,5
52,42,52,29,34,52,2016,5
52,42,52,29,33,52,2016,5
52,42,52,29,32,51,2016,5
53,41,53,29,31,51,2016,5
53,40,53,30,31,51,2016,5
53,40,53,30,30,51,2016,5
53,41,53,30,30,51,2016,5
53,41,53,30,30,51,2016,5
52,41,52,32,33,51,2016,5
52,43,52,33,36,52,2016,5
52,45,52,34,39,51,2016,5
53,46,53,37,41,52,2016,5
52,48,52,40,45,51,2016,5
52,51,52,43,49,51,2016,5
52,52,52,47,51,52,2016,5
53,52,52,51,52,53,2016,5
54,54,52,52,53,53,2016,5
54,54,52,53,54,54,2016,5
55,54,54,54,55,55,2016,5
55,55,53,54,54,54,2016,5
55,54,52,54,55,54,2016,5
55,54,53,55,55,53,2016,5
55,55,53,55,55,54,2016,5
56,55,53,55,56,54,2016,5
57,56,54,56,57,54,2016,5
58,56,54,56,58,54,2016,5
59,57,54,57,59,55,2016,5
60,58,56,58,60,57,2016,5
60,58,58,58,60,58,2016,5
61,58,58,58,61,58,2016,5
61,59,59,58,61,60,2016,5
60,59,59,58,60,60,2016,5
61,59,60,58,59,61,2016,5
61,58,60,58,59,61,2016,5
61,58,60,58,59,61,2016,5
61,58,60,58,59,61,2016,5
61,57,60,58,59,61,2016,5
61,58,60,57,59,61,2016,5
61,58,60,57,58,61,2016,5
61,57,61,57,57,61,2016,5
61,56,61,56,56,60,2016,5
61,58,61,56,57,59,2016,5
62,58,62,56,57,59,2016,5
63,58,63,56,58,59,2016,5
64,58,64,55,57,59,2016,5
63,58,63,55,57,59,2016,5
63,58,63,55,57,59,2016,5
63,57,63,54,57,58,2016,5
64,57,64,54,56,58,2016,5
65,56,65,53,55,58,2016,5
63,55,63,53,54,57,2016,5
62,55,62,53,54,57,2016,5
61,55,61,53,54,56,2016,5
61,56,61,52,55,56,2016,5
62,56,62,52,56,55,2016,5
61,57,61,53,57,55,2016,5
62,58,62,53,58,55,2016,5
62,58,62,53,58,55,2016,5
63,59,63,53,59,56,2016,5
63,59,63,53,58,56,2016,5
64,59,64,53,58,57,2016,5
64,59,64,53,58,57,2016,5
65,59,65,53,58,57,2016,5
65,58,65,52,58,57,2016,5
64,56,64,51,56,58,2016,5
65,55,65,51,55,58,2016,5
65,55,65,50,55,59,2016,5
65,55,65,51,55,59,2016,5
65,55,65,51,55,59,2016,5
64,55,64,52,56,59,2016,5
64,57,64,53,58,59,2016,5
65,58,65,54,59,59,2016,5
65,59,65,55,60,59,2016,5
66,59,66,56,60,59,2016,5
65,58,65,57,60,59,2016,5
65,58,65,57,60,59,2016,5
66,58,66,57,60,58,2016,5
65,58,65,57,60,57,2016,5
64,57,64,57,59,56,2016,5
64,57,64,57,59,55,2016,5
63,56,63,56,60,54,2016,5
62,56,62,56,60,54,2016,5
61,56,61,56,60,54,2016,5
60,56,60,56,59,54,2016,5
60,56,60,56,59,55,2016,5
59,56,59,56,59,54,2016,5
59,56,59,56,59,54,2016,5
59,56,59,56,59,54,2016,5
59,57,59,56,59,54,2016,5
60,57,60,56,59,54,2016,5
60,58,60,56,60,54,2016,5
61,59,60,56,61,55,2016,5
61,59,60,56,61,56,2016,5
61,60,60,55,61,56,2016,5
62,60,60,56,62,56,2016,5
62,61,60,56,62,57,2016,5
62,61,60,57,62,58,2016,5
61,61,60,57,61,58,2016,5
61,61,59,58,61,58,2016,5
61,61,58,58,61,59,2016,5
61,61,58,58,60,60,2016,5
62,62,58,59,61,60,2016,5
63,63,57,59,62,61,2016,5
64,64,58,59,61,61,2016,5
64,64,58,59,61,62,2016,5
64,64,58,59,62,61,2016,5
64,64,58,60,62,61,2016,5
64,64,59,60,62,61,2016,5
65,65,60,60,63,61,2016,5
65,65,59,60,63,61,2016,5
64,64,59,61,62,60,2016,5
65,65,59,61,63,60,2016,5
65,65,59,61,63,60,2016,5
64,64,58,61,62,59,2016,5
63,63,58,61,61,58,2016,5
62,62,57,60,60,58,2016,5
59,59,55,59,57,56,2016,5
58,58,55,58,56,55,2016,5
57,57,54,56,54,54,2016,5
55,55,54,55,53,53,2016,5
54,54,53,54,52,51,2016,5
53,53,53,52,51,50,2016,5
53,53,53,50,47,48,2016,5
53,52,53,48,45,47,2016,5
52,51,52,43,42,47,2016,5
53,47,53,41,39,47,2016,5
53,47,53,41,37,44,2016,5
53,46,53,40,36,42,2016,5
53,45,53,40,35,41,2016,5
53,45,53,37,34,42,2016,5
52,46,52,38,35,44,2016,5
51,42,51,37,34,45,2016,5
51,42,51,35,34,46,2016,5
49,42,49,34,33,47,2016,5
49,41,49,32,31,49,2016,5
49,39,49,32,30,49,2016,5
50,37,49,31,29,50,2016,5
51,38,48,30,28,51,2016,5
51,39,49,30,27,51,2016,5
52,39,52,30,28,52,2016,5
53,38,53,30,27,53,2016,5
54,38,53,29,27,54,2016,5
56,38,53,29,26,56,2016,5
57,40,53,29,26,57,2016,5
57,39,52,30,28,57,2016,5
58,38,53,31,28,58,2016,5
58,39,53,31,29,58,2016,5
59,40,54,33,31,59,2016,5
59,40,53,35,30,59,2016,5
59,38,54,34,29,59,2016,5
59,39,53,35,31,59,2016,5
60,43,53,36,32,60,2016,5
60,45,54,38,34,60,2016,5
60,47,54,37,35,60,2016,5
59,51,55,43,41,59,2016,5
59,54,56,46,48,59,2016,5
59,52,55,45,47,59,2016,5
58,52,55,45,48,58,2016,5
58,52,55,46,49,58,2016,5
58,52,55,48,51,58,2016,5
57,53,55,50,52,57,2016,5
57,54,56,52,53,57,2016,5
56,56,56,53,54,56,2016,5
57,57,55,53,55,56,2016,5
58,58,55,54,56,54,2016,5
59,59,55,55,57,54,2016,5
59,59,56,56,58,53,2016,5
60,60,56,56,58,52,2016,5
60,60,56,57,58,52,2016,5
60,60,56,57,58,52,2016,5
60,60,57,57,59,51,2016,5
60,60,58,57,59,51,2016,5
60,60,58,57,59,51,2016,5
59,59,58,57,59,51,2016,5
59,59,57,57,59,50,2016,5
58,58,57,56,58,49,2016,5
58,58,58,56,57,48,2016,5
57,57,57,55,56,49,2016,5
57,56,57,54,55,48,2016,5
57,56,57,54,55,50,2016,5
59,57,59,54,55,52,2016,5
60,56,60,54,54,52,2016,5
60,56,60,54,54,53,2016,5
61,55,61,54,54,54,2016,5
61,55,61,53,54,54,2016,5
62,53,62,52,54,56,2016,5
62,53,62,50,54,56,2016,5
63,52,63,47,54,57,2016,5
63,53,63,46,55,56,2016,5
63,52,63,47,54,56,2016,5
63,52,63,47,54,56,2016,5
62,52,62,46,54,55,2016,5
62,52,62,45,53,55,2016,5
61,52,61,45,53,54,2016,5
60,52,60,47,53,54,2016,5
61,52,61,49,53,54,2016,5
61,53,61,49,54,53,2016,5
61,53,61,49,54,54,2016,5
61,53,61,49,54,54,2016,5
60,53,60,51,54,54,2016,5
60,52,60,51,53,54,2016,5
59,53,59,51,54,54,2016,5
59,53,59,51,54,54,2016,5
58,53,58,51,54,52,2016,5
57,53,57,51,54,52,2016,5
57,53,57,51,54,51,2016,5
56,53,56,51,54,48,2016,5
57,53,57,51,54,46,2016,5
58,53,58,52,52,41,2016,5
58,53,58,53,52,41,2016,5
58,54,58,54,53,41,2016,5
59,53,59,55,53,43,2016,5
59,54,59,54,53,46,2016,5
59,54,59,55,54,48,2016,5
59,55,59,55,55,51,2016,5
59,55,59,55,56,52,2016,5
60,55,60,56,56,52,2016,5
60,55,60,55,56,52,2016,5
59,55,59,55,56,52,2016,5
59,55,59,56,55,53,2016,5
59,56,59,56,56,54,2016,5
61,57,61,58,57,54,2016,5
62,57,62,58,57,54,2016,5
62,58,62,58,58,54,2016,5
61,58,61,57,57,53,2016,5
61,57,61,57,57,54,2016,5
61,56,61,57,56,54,2016,5
60,56,60,57,56,54,2016,5
60,56,60,57,56,54,2016,5
60,56,60,57,57,54,2016,5
59,57,59,57,57,54,2016,5
57,57,57,57,57,54,2016,5
57,57,57,56,56,53,2016,5
56,56,56,54,55,53,2016,5
55,55,55,53,55,53,2016,5
55,54,55,53,54,53,2016,5
56,54,56,52,53,52,2016,5
56,54,56,52,53,52,2016,5
56,54,56,53,53,52,2016,5
56,54,56,53,53,52,2016,5
56,54,56,53,54,52,2016,5
56,54,56,53,54,53,2016,5
56,54,56,53,54,52,2016,5
56,53,56,53,53,51,2016,5
55,53,55,51,53,51,2016,5
55,53,55,52,53,52,2016,5
55,53,55,52,54,52,2016,5
56,54,56,53,55,52,2016,5
57,55,57,53,56,53,2016,5
57,55,57,53,56,53,2016,5
56,56,56,54,56,53,2016,5
57,56,56,54,57,53,2016,5
57,56,57,55,57,52,2016,5
57,56,56,55,57,52,2016,5
57,55,55,56,57,52,2016,5
56,55,55,56,56,51,2016,5
56,55,55,56,56,51,2016,5
57,55,55,56,57,50,2016,5
57,55,54,57,56,49,2016,5
57,54,53,57,56,48,2016,5
56,54,53,56,56,47,2016,5
56,54,52,55,56,46,2016,5
55,53,52,54,55,44,2016,5
54,53,52,54,54,42,2016,5
54,54,52,54,54,41,2016,5
55,54,53,54,55,39,2016,5
55,53,53,54,55,38,2016,5
55,53,53,54,55,38,2016,5
54,52,52,54,54,40,2016,5
54,52,52,54,54,38,2016,5
54,52,53,54,54,36,2016,5
54,52,53,53,54,34,2016,5
54,51,54,53,53,35,2016,5
54,51,54,53,53,36,2016,5
54,51,54,53,52,36,2016,5
59,52,59,52,53,36,2016,5
55,54,55,53,54,40,2016,5
56,56,56,54,55,44,2016,5
57,56,57,54,56,48,2016,5
58,57,58,55,56,51,2016,5
60,57,60,55,57,52,2016,5
60,58,60,56,57,53,2016,5
61,58,61,57,58,54,2016,5
62,59,62,57,58,55,2016,5
62,59,62,58,59,55,2016,5
62,59,62,58,59,56,2016,5
62,59,62,58,59,56,2016,5
62,59,62,58,60,57,2016,5
62,60,62,58,60,56,2016,5
63,61,63,58,60,57,2016,5
63,62,63,58,61,57,2016,5
64,64,64,59,63,57,2016,5
66,64,66,59,63,58,2016,5
66,65,66,60,63,59,2016,5
67,67,67,61,64,59,2016,5
67,67,67,62,66,60,2016,5
68,68,68,63,67,61,2016,5
70,69,70,64,69,62,2016,5
71,69,71,64,70,64,2016,5
73,68,73,64,71,66,2016,5
74,67,74,63,71,67,2016,5
75,67,75,62,71,67,2016,5
75,65,75,62,70,67,2016,5
74,65,74,61,70,68,2016,5
74,65,74,60,71,69,2016,5
74,64,74,59,71,70,2016,5
73,64,73,58,72,70,2016,5
73,64,73,57,72,70,2016,5
73,63,73,57,71,70,2016,5
73,63,73,56,70,70,2016,5
72,62,72,56,70,69,2016,5
71,61,71,55,69,70,2016,5
71,61,71,55,69,69,2016,5
71,60,71,55,68,69,2016,5
69,58,69,54,66,68,2016,5
67,57,67,53,65,67,2016,5
67,55,66,53,64,67,2016,5
66,54,65,52,63,66,2016,5
66,54,64,49,62,66,2016,5
65,53,63,45,61,65,2016,5
64,52,62,45,59,64,2016,5
62,51,61,44,58,62,2016,5
59,50,59,47,56,59,2016,5
58,51,57,48,55,58,2016,5
57,52,56,49,55,57,2016,5
56,53,56,51,56,56,2016,5
56,53,56,52,56,54,2016,5
56,52,56,52,55,53,2016,5
57,51,57,53,54,51,2016,5
57,52,57,53,53,48,2016,5
57,52,57,53,52,45,2016,5
58,53,58,54,53,43,2016,5
58,53,58,55,53,44,2016,5
58,54,58,55,53,44,2016,5
59,55,59,56,54,42,2016,5
59,54,59,56,54,41,2016,5
59,54,59,56,54,41,2016,5
59,54,59,56,54,42,2016,5
59,54,59,56,55,42,2016,5
59,55,59,57,55,44,2016,5
60,55,60,57,55,44,2016,5
61,55,61,57,55,44,2016,5
62,55,62,57,55,44,2016,5
62,55,62,56,55,44,2016,5
63,55,63,56,55,46,2016,5
62,54,62,54,54,50,2016,5
62,53,62,54,53,51,2016,5
61,53,61,53,53,51,2016,5
60,53,60,52,53,51,2016,5
59,52,59,52,52,50,2016,5
58,52,58,51,51,51,2016,5
58,52,58,51,50,51,2016,5
57,53,57,49,50,51,2016,5
57,52,57,47,49,51,2016,5
56,52,56,44,48,50,2016,5
56,51,56,41,47,50,2016,5
56,50,56,40,45,50,2016,5
56,48,56,39,43,51,2016,5
57,47,57,37,43,51,2016,5
57,47,57,37,44,51,2016,5
57,47,57,39,46,51,2016,5
57,48,57,40,45,51,2016,5
57,47,57,41,44,49,2016,5
57,45,57,41,44,48,2016,5
56,48,56,43,43,47,2016,5
56,48,56,43,44,47,2016,5
55,48,55,44,44,48,2016,5
55,51,55,44,46,47,2016,5
55,53,55,48,51,51,2016,5
55,54,55,51,52,52,2016,5
57,55,57,52,53,53,2016,5
58,55,58,53,54,54,2016,5
59,55,59,53,55,54,2016,5
59,55,59,53,55,54,2016,5
59,55,59,53,55,53,2016,5
58,55,58,53,55,53,2016,5
57,55,57,53,54,52,2016,5
57,55,57,53,54,52,2016,5
57,55,57,54,54,52,2016,5
56,55,56,54,54,51,2016,5
56,55,56,54,54,51,2016,5
55,55,55,54,53,51,2016,5
55,54,55,53,53,51,2016,5
55,54,55,53,52,51,2016,5
55,54,55,53,52,51,2016,5
54,54,54,52,52,52,2016,5
54,54,54,52,52,52,2016,5
53,53,53,51,52,52,2016,5
53,52,53,49,52,52,2016,5
52,52,52,48,51,51,2016,5
51,51,51,48,50,49,2016,5
45,45,44,43,42,39,2016,5
42,41,42,40,38,35,2016,5
38,36,37,38,34,30,2016,5
34,34,31,34,29,26,2016,5
34,34,25,34,27,24,2016,5
33,33,23,32,24,24,2016,5
32,32,23,32,25,25,2016,5
32,32,24,31,24,24,2016,5
32,32,24,31,25,24,2016,5
32,32,23,30,25,25,2016,5
33,33,24,30,25,28,2016,5
33,32,23,31,26,33,2016,5
36,32,23,32,29,36,2016,5
37,36,25,35,32,37,2016,5
39,38,27,36,36,39,2016,5
40,40,35,38,39,39,2016,5
43,42,38,41,43,39,2016,5
47,47,40,44,46,39,2016,5
49,49,41,47,49,38,2016,5
52,48,42,47,52,38,2016,5
52,51,43,46,52,38,2016,5
52,50,44,47,52,38,2016,5
52,48,44,46,52,38,2016,5
51,47,45,46,51,38,2016,5
51,48,45,47,51,38,2016,5
52,48,46,47,52,38,2016,5
52,48,47,48,52,39,2016,5
52,48,48,49,52,40,2016,5
53,49,49,49,53,42,2016,5
53,49,51,51,53,43,2016,5
53,49,52,51,53,45,2016,5
53,51,52,51,53,47,2016,5
54,51,53,52,54,50,2016,5
54,52,53,52,54,51,2016,5
54,51,54,52,54,49,2016,5
54,52,54,52,54,48,2016,5
55,51,55,52,53,49,2016,5
55,50,55,52,53,51,2016,5
53,47,53,52,52,52,2016,5
53,46,53,52,51,52,2016,5
52,40,52,52,48,52,2016,5
52,39,52,51,44,52,2016,5
52,42,52,52,43,52,2016,5
53,41,52,52,43,53,2016,5
53,42,53,52,44,53,2016,5
54,44,54,52,45,53,2016,5
55,48,55,52,47,54,2016,5
56,49,56,52,48,54,2016,5
57,49,57,52,48,55,2016,5
58,50,58,52,48,55,2016,5
59,49,59,52,48,55,2016,5
59,49,59,52,46,54,2016,5
59,49,59,51,46,54,2016,5
58,51,58,51,46,54,2016,5
58,49,58,51,46,53,2016,5
58,48,58,50,45,53,2016,5
57,47,57,47,43,52,2016,5
57,48,57,48,43,51,2016,5
57,48,57,48,42,48,2016,5
56,47,56,47,41,46,2016,5
56,46,56,45,41,42,2016,5
56,47,56,42,41,41,2016,5
56,46,56,41,41,39,2016,5
56,48,56,40,41,38,2016,5
56,50,56,38,41,37,2016,5
56,48,56,38,40,38,2016,5
56,49,56,37,39,38,2016,5
55,50,55,39,39,40,2016,5
55,50,55,40,39,41,2016,5
55,49,55,40,40,41,2016,5
54,48,54,40,40,40,2016,5
53,48,53,42,41,38,2016,5
52,48,52,43,41,39,2016,5
51,48,51,42,42,39,2016,5
51,50,51,42,42,39,2016,5
51,51,51,42,43,39,2016,5
51,51,51,43,42,38,2016,5
51,51,49,43,42,39,2016,5
51,51,47,42,41,39,2016,5
51,51,46,43,42,39,2016,5
50,50,45,39,41,41,2016,5
51,51,47,38,42,42,2016,5
50,50,46,37,42,44,2016,5
51,51,45,38,42,47,2016,5
51,51,45,38,42,48,2016,5
51,51,44,38,41,51,2016,5
52,52,45,40,41,51,2016,5
52,52,46,40,43,51,2016,5
51,51,47,40,42,51,2016,5
51,51,46,40,41,51,2016,5
51,51,45,41,41,49,2016,5
49,49,45,40,41,48,2016,5
49,49,42,40,41,46,2016,5
50,50,41,39,41,46,2016,5
50,50,42,38,41,47,2016,5
50,50,42,39,41,45,2016,5
50,50,42,41,40,45,2016,5
49,49,44,42,41,44,2016,5
49,49,45,42,42,44,2016,5
47,47,46,41,41,43,2016,5
47,47,46,41,41,43,2016,5
48,48,47,41,41,41,2016,5
49,48,49,44,40,42,2016,5
51,46,49,51,39,40,2016,5
52,44,49,52,38,40,2016,5
52,44,49,52,38,39,2016,5
48,42,48,45,37,36,2016,5
47,40,47,45,37,34,2016,5
47,41,47,44,39,31,2016,5
47,38,47,41,38,31,2016,5
47,37,47,42,37,30,2016,5
46,38,46,42,37,29,2016,5
46,37,46,42,36,30,2016,5
46,36,46,42,36,30,2016,5
45,36,45,42,35,31,2016,5
46,35,46,42,33,32,2016,5
46,35,46,42,32,32,2016,5
46,37,46,42,33,32,2016,5
45,36,45,42,32,32,2016,5
44,37,44,40,31,31,2016,5
43,36,43,40,31,31,2016,5
43,36,43,41,30,33,2016,5
42,38,42,42,31,34,2016,5
41,37,41,41,31,34,2016,5
43,36,41,43,30,35,2016,5
42,36,40,42,30,36,2016,5
43,37,39,43,31,37,2016,5
40,37,38,40,30,36,2016,5
40,39,38,40,31,36,2016,5
39,39,38,38,31,36,2016,5
38,38,38,38,30,37,2016,5
39,39,37,39,29,37,2016,5
40,40,36,39,30,38,2016,5
39,39,34,38,30,38,2016,5
40,39,34,39,30,40,2016,5
40,40,34,39,31,40,2016,5
41,41,33,39,32,41,2016,5
41,40,33,37,32,41,2016,5
40,39,34,36,32,40,2016,5
42,38,34,37,33,42,2016,5
42,39,34,37,32,42,2016,5
43,39,35,37,33,43,2016,5
44,39,36,36,33,44,2016,5
44,39,35,36,33,44,2016,5
43,40,35,36,33,43,2016,5
42,39,34,35,32,42,2016,5
42,40,35,35,33,42,2016,5
41,40,34,33,33,41,2016,5
42,42,35,32,33,42,2016,5
42,41,36,32,33,42,2016,5
43,41,36,33,35,43,2016,5
46,39,36,34,35,46,2016,5
48,40,37,35,35,48,2016,5
49,41,38,36,35,49,2016,5
66,62,66,62,61,63,2016,6
66,61,66,61,60,63,2016,6
65,60,65,60,60,64,2016,6
65,61,65,61,60,64,2016,6
64,60,64,60,60,64,2016,6
64,60,63,59,60,64,2016,6
63,59,63,58,59,63,2016,6
62,58,62,57,58,62,2016,6
62,56,59,56,57,62,2016,6
61,55,58,55,57,61,2016,6
61,55,58,55,57,61,2016,6
60,56,57,54,56,60,2016,6
60,56,56,53,56,60,2016,6
59,56,56,53,56,59,2016,6
58,57,58,52,56,56,2016,6
59,57,59,53,56,56,2016,6
59,57,59,52,57,57,2016,6
59,55,59,52,56,57,2016,6
59,56,59,52,56,58,2016,6
59,55,59,52,56,58,2016,6
59,56,59,52,55,58,2016,6
59,56,59,53,55,57,2016,6
59,55,59,53,55,56,2016,6
59,56,59,54,55,56,2016,6
64,56,64,53,55,57,2016,6
67,56,67,53,55,57,2016,6
70,57,70,53,56,58,2016,6
70,57,70,54,57,58,2016,6
72,58,72,55,58,59,2016,6
74,60,74,55,59,60,2016,6
75,60,75,55,59,60,2016,6
76,60,76,55,60,61,2016,6
76,59,76,55,60,61,2016,6
77,58,77,54,60,60,2016,6
77,57,77,54,60,61,2016,6
78,57,78,53,61,62,2016,6
69,56,69,53,61,62,2016,6
69,56,69,52,62,64,2016,6
68,56,68,50,62,64,2016,6
68,55,68,51,61,65,2016,6
68,55,68,50,61,64,2016,6
68,55,68,49,61,64,2016,6
67,55,67,50,62,64,2016,6
67,55,67,49,62,64,2016,6
67,55,67,49,62,64,2016,6
68,56,68,48,63,65,2016,6
68,56,68,46,63,65,2016,6
69,56,69,48,63,65,2016,6
69,56,69,50,62,65,2016,6
66,55,66,51,62,65,2016,6
66,55,66,49,61,65,2016,6
66,55,66,51,61,65,2016,6
65,56,65,53,61,65,2016,6
66,56,66,55,61,65,2016,6
66,58,66,57,61,66,2016,6
66,59,65,58,62,66,2016,6
66,61,64,59,62,66,2016,6
66,63,64,62,63,66,2016,6
64,63,64,63,61,64,2016,6
63,63,63,63,60,63,2016,6
64,63,62,64,60,61,2016,6
65,63,63,65,61,61,2016,6
65,63,63,65,60,60,2016,6
65,63,63,65,60,61,2016,6
65,62,64,65,60,61,2016,6
66,62,64,66,60,60,2016,6
66,62,64,66,60,60,2016,6
66,63,64,66,60,60,2016,6
66,63,64,66,61,61,2016,6
65,63,64,65,61,61,2016,6
65,63,64,65,61,62,2016,6
64,63,64,64,61,62,2016,6
64,62,64,64,60,63,2016,6
63,60,63,61,59,62,2016,6
62,59,62,59,58,62,2016,6
61,58,61,57,57,61,2016,6
62,57,62,56,56,61,2016,6
62,56,62,55,56,60,2016,6
61,56,61,54,56,60,2016,6
60,55,60,54,55,60,2016,6
60,56,60,53,55,59,2016,6
60,56,60,54,56,59,2016,6
61,56,61,55,56,59,2016,6
61,57,61,55,57,59,2016,6
61,58,61,55,58,60,2016,6
62,58,62,56,59,61,2016,6
62,58,62,56,59,60,2016,6
61,59,61,56,59,61,2016,6
62,59,62,56,60,61,2016,6
63,59,63,56,60,61,2016,6
64,59,64,56,61,61,2016,6
65,59,65,56,61,61,2016,6
65,59,65,57,60,60,2016,6
66,59,66,57,60,59,2016,6
66,59,66,57,60,58,2016,6
66,59,66,57,60,57,2016,6
65,60,65,57,60,56,2016,6
64,60,64,57,61,55,2016,6
64,59,64,57,60,55,2016,6
63,59,63,57,60,54,2016,6
62,59,62,57,59,53,2016,6
63,58,63,56,59,53,2016,6
63,58,63,55,58,52,2016,6
63,57,63,55,58,52,2016,6
62,56,62,54,57,53,2016,6
62,55,62,53,56,53,2016,6
61,54,61,53,55,54,2016,6
61,54,61,52,55,53,2016,6
60,53,60,51,54,53,2016,6
61,54,61,51,54,53,2016,6
61,53,61,49,53,53,2016,6
60,52,60,45,52,54,2016,6
59,52,59,42,51,53,2016,6
58,52,58,42,50,53,2016,6
56,52,56,43,51,53,2016,6
56,52,56,45,51,53,2016,6
56,51,56,45,51,53,2016,6
56,51,56,44,50,53,2016,6
56,51,56,43,49,53,2016,6
57,51,57,42,47,55,2016,6
58,50,58,42,46,56,2016,6
58,50,58,42,46,56,2016,6
58,51,58,42,46,57,2016,6
59,52,59,43,46,57,2016,6
58,52,58,43,46,58,2016,6
58,52,58,44,46,58,2016,6
59,52,59,46,45,59,2016,6
59,52,59,47,45,59,2016,6
59,52,59,47,45,58,2016,6
59,52,59,46,45,58,2016,6
59,52,59,45,45,58,2016,6
59,52,59,45,45,58,2016,6
59,52,59,45,45,59,2016,6
59,52,59,46,45,59,2016,6
58,51,58,46,44,58,2016,6
58,51,58,47,43,58,2016,6
59,51,59,46,43,58,2016,6
59,51,59,46,45,57,2016,6
59,51,59,46,46,57,2016,6
59,52,59,47,48,57,2016,6
59,53,59,50,51,58,2016,6
59,53,59,50,52,59,2016,6
60,55,59,52,54,60,2016,6
60,56,60,53,56,59,2016,6
60,57,60,54,57,60,2016,6
61,58,61,55,59,60,2016,6
61,59,61,55,60,61,2016,6
62,60,62,56,61,61,2016,6
62,60,62,56,62,61,2016,6
63,60,62,56,63,61,2016,6
64,60,63,57,64,61,2016,6
64,61,64,58,64,61,2016,6
65,61,64,58,65,60,2016,6
65,62,64,58,65,60,2016,6
65,63,64,58,65,60,2016,6
65,62,63,58,65,59,2016,6
64,62,63,57,64,58,2016,6
64,63,63,57,64,59,2016,6
65,63,62,57,65,59,2016,6
65,63,62,57,65,59,2016,6
64,63,62,57,64,59,2016,6
64,63,62,56,64,59,2016,6
63,63,63,56,63,59,2016,6
63,63,63,56,63,59,2016,6
64,63,64,56,63,59,2016,6
64,62,64,57,63,57,2016,6
64,62,64,57,62,57,2016,6
65,62,65,56,62,57,2016,6
65,62,65,56,61,57,2016,6
65,63,65,56,61,57,2016,6
65,63,65,57,61,57,2016,6
65,64,65,59,62,57,2016,6
65,65,65,60,62,56,2016,6
66,66,64,61,62,57,2016,6
66,66,64,62,62,57,2016,6
67,67,64,63,63,58,2016,6
67,67,65,63,64,60,2016,6
68,68,66,64,64,60,2016,6
68,68,67,64,64,61,2016,6
67,67,67,64,64,61,2016,6
67,67,67,64,65,61,2016,6
68,68,67,65,66,61,2016,6
69,69,67,65,66,61,2016,6
69,69,69,66,67,62,2016,6
69,68,69,66,67,62,2016,6
69,67,69,66,67,62,2016,6
69,67,69,66,66,62,2016,6
67,66,67,65,65,60,2016,6
66,66,66,65,65,60,2016,6
65,65,64,65,64,59,2016,6
64,64,63,64,63,58,2016,6
63,62,62,63,61,57,2016,6
63,61,62,63,60,57,2016,6
62,60,61,62,59,58,2016,6
63,60,62,63,59,58,2016,6
62,59,61,62,59,58,2016,6
62,58,61,62,59,57,2016,6
62,58,60,62,59,57,2016,6
62,59,60,62,59,58,2016,6
63,61,61,63,60,58,2016,6
64,62,62,64,61,59,2016,6
63,60,62,63,60,59,2016,6
63,59,63,63,60,60,2016,6
63,59,63,63,60,60,2016,6
63,59,63,63,60,60,2016,6
62,59,60,62,57,59,2016,6
61,59,59,61,57,60,2016,6
61,59,60,61,57,60,2016,6
61,59,60,61,57,60,2016,6
61,59,60,60,57,61,2016,6
60,58,60,60,57,60,2016,6
60,58,60,59,57,60,2016,6
59,58,59,58,57,59,2016,6
59,58,59,57,57,59,2016,6
59,57,59,55,56,58,2016,6
59,57,59,54,56,57,2016,6
58,56,58,53,55,57,2016,6
57,56,57,53,54,57,2016,6
57,55,57,52,54,56,2016,6
56,55,56,51,54,54,2016,6
55,54,55,51,53,54,2016,6
56,55,56,51,54,53,2016,6
56,55,56,51,54,53,2016,6
55,54,55,48,53,53,2016,6
54,53,54,47,52,52,2016,6
54,53,54,47,52,52,2016,6
54,52,54,47,52,51,2016,6
53,52,53,47,52,52,2016,6
53,51,53,46,51,51,2016,6
53,47,53,44,49,46,2016,6
52,48,52,43,47,44,2016,6
52,46,52,42,47,44,2016,6
53,45,53,41,46,43,2016,6
54,44,54,41,44,43,2016,6
54,43,54,39,42,43,2016,6
54,41,54,38,41,42,2016,6
54,41,54,36,40,42,2016,6
53,41,53,36,39,40,2016,6
53,39,53,34,37,41,2016,6
53,38,53,35,36,39,2016,6
52,38,52,33,37,39,2016,6
52,35,52,32,34,37,2016,6
52,33,52,31,31,37,2016,6
51,30,51,30,30,36,2016,6
48,29,48,31,29,35,2016,6
48,29,48,29,28,34,2016,6
48,30,48,30,28,32,2016,6
47,30,47,30,28,31,2016,6
48,30,48,29,27,30,2016,6
48,30,48,29,27,31,2016,6
49,32,49,30,26,29,2016,6
52,33,52,33,27,32,2016,6
53,35,53,35,27,33,2016,6
54,35,54,36,28,35,2016,6
55,35,55,36,29,38,2016,6
55,35,55,37,29,38,2016,6
55,35,55,37,30,38,2016,6
54,35,54,37,30,37,2016,6
