national,south,north,east,central,west,year,month
70,62,60,58,64,70,2016,3
70,62,59,58,64,70,2016,3
69,62,60,58,64,69,2016,3
70,62,60,58,64,70,2016,3
69,63,60,58,64,69,2016,3
70,62,60,58,63,70,2016,3
69,62,60,58,63,69,2016,3
69,62,60,59,63,69,2016,3
69,63,60,58,64,69,2016,3
68,62,61,58,62,68,2016,3
67,62,60,57,62,67,2016,3
66,61,59,57,61,66,2016,3
65,61,59,58,61,65,2016,3
64,62,59,58,61,64,2016,3
64,62,60,58,61,64,2016,3
64,63,60,58,61,64,2016,3
64,63,59,59,61,64,2016,3
64,63,60,59,61,64,2016,3
63,63,60,59,62,63,2016,3
64,64,59,59,62,63,2016,3
64,64,59,60,62,63,2016,3
64,64,59,60,62,63,2016,3
64,64,60,60,62,64,2016,3
65,65,60,60,62,64,2016,3
65,65,61,60,62,65,2016,3
66,66,61,61,62,65,2016,3
66,66,61,61,62,65,2016,3
66,66,61,61,62,65,2016,3
66,66,61,61,62,64,2016,3
65,65,61,61,63,64,2016,3
65,65,60,61,62,63,2016,3
65,65,59,61,62,62,2016,3
64,64,59,60,62,60,2016,3
64,64,59,61,62,61,2016,3
64,64,59,60,62,60,2016,3
63,63,58,60,61,60,2016,3
63,63,58,59,61,60,2016,3
63,63,58,59,61,59,2016,3
62,62,58,60,61,58,2016,3
63,63,58,61,62,57,2016,3
62,62,58,62,62,56,2016,3
63,63,58,62,62,57,2016,3
64,62,58,64,63,57,2016,3
64,63,58,64,62,57,2016,3
64,63,58,64,62,56,2016,3
63,62,58,63,62,56,2016,3
63,62,58,63,62,55,2016,3
63,62,57,63,62,55,2016,3
63,62,58,63,62,55,2016,3
64,63,58,64,62,55,2016,3
64,61,58,64,62,55,2016,3
64,61,57,64,62,55,2016,3
64,61,58,64,61,55,2016,3
64,60,58,64,61,54,2016,3
64,60,58,64,60,55,2016,3
65,61,59,65,60,55,2016,3
67,63,60,67,62,56,2016,3
67,64,60,67,62,57,2016,3
67,65,61,67,62,58,2016,3
67,65,60,67,62,58,2016,3
65,64,60,65,61,59,2016,3
65,64,60,65,60,58,2016,3
64,64,60,64,60,57,2016,3
63,63,59,62,59,57,2016,3
63,63,58,62,59,57,2016,3
63,63,57,62,59,56,2016,3
62,62,57,61,58,56,2016,3
62,62,57,61,58,56,2016,3
61,61,56,61,58,56,2016,3
60,60,55,60,57,56,2016,3
61,61,56,60,57,56,2016,3
61,61,56,60,57,56,2016,3
62,62,56,60,57,57,2016,3
62,62,56,60,58,58,2016,3
63,63,57,59,58,59,2016,3
63,63,58,59,58,59,2016,3
63,63,58,59,59,59,2016,3
62,62,57,58,58,59,2016,3
61,61,57,58,58,59,2016,3
61,61,58,58,58,60,2016,3
61,61,57,57,59,60,2016,3
61,61,58,57,59,60,2016,3
61,61,58,58,60,61,2016,3
62,61,58,58,60,62,2016,3
63,62,58,58,60,63,2016,3
63,61,59,58,60,63,2016,3
63,61,59,58,60,63,2016,3
64,61,60,58,60,64,2016,3
64,62,60,58,60,64,2016,3
65,62,60,58,61,65,2016,3
66,63,60,58,61,66,2016,3
67,63,61,58,62,67,2016,3
68,64,61,59,62,68,2016,3
67,65,60,59,63,67,2016,3
67,65,61,59,63,67,2016,3
66,65,60,59,63,66,2016,3
66,65,60,59,63,66,2016,3
65,65,60,59,63,65,2016,3
67,65,59,59,63,67,2016,3
69,65,58,59,63,69,2016,3
70,65,58,59,64,70,2016,3
70,64,57,58,62,70,2016,3
69,64,57,58,62,69,2016,3
68,64,56,59,61,68,2016,3
68,64,56,60,61,68,2016,3
67,64,56,60,61,67,2016,3
67,65,56,60,62,67,2016,3
66,65,56,60,62,66,2016,3
66,65,56,60,62,66,2016,3
66,65,56,59,62,66,2016,3
65,65,55,59,62,65,2016,3
65,65,56,59,62,65,2016,3
65,65,57,59,62,64,2016,3
65,65,57,59,61,63,2016,3
64,64,57,59,61,62,2016,3
63,63,58,59,60,62,2016,3
62,62,59,58,58,62,2016,3
61,60,57,57,57,61,2016,3
61,59,57,56,56,61,2016,3
59,58,57,57,56,59,2016,3
58,58,57,56,55,56,2016,3
58,58,57,56,55,55,2016,3
58,58,57,56,55,54,2016,3
58,58,57,57,56,54,2016,3
59,59,57,56,56,55,2016,3
59,59,57,56,57,56,2016,3
59,59,57,56,57,57,2016,3
59,59,57,55,57,58,2016,3
59,59,57,56,57,59,2016,3
59,59,57,56,58,59,2016,3
59,59,58,56,58,59,2016,3
60,59,58,57,58,60,2016,3
59,58,58,56,57,59,2016,3
59,57,57,56,57,59,2016,3
59,57,57,56,58,59,2016,3
59,57,56,56,58,59,2016,3
58,57,55,55,57,58,2016,3
58,57,55,56,58,58,2016,3
58,58,54,56,58,58,2016,3
59,58,54,56,59,58,2016,3
59,58,55,56,59,59,2016,3
60,59,56,56,60,59,2016,3
60,59,57,56,60,58,2016,3
61,60,58,56,61,59,2016,3
63,60,58,57,63,58,2016,3
64,62,58,58,64,58,2016,3
64,62,58,58,64,59,2016,3
64,62,59,58,64,58,2016,3
64,62,58,58,64,58,2016,3
63,62,58,58,63,56,2016,3
64,63,58,58,64,56,2016,3
64,63,58,59,64,55,2016,3
65,64,58,59,65,55,2016,3
66,65,58,59,66,55,2016,3
66,65,59,59,66,55,2016,3
65,65,58,59,65,55,2016,3
65,65,58,59,64,55,2016,3
64,64,58,59,64,55,2016,3
64,64,58,59,64,56,2016,3
64,64,58,59,64,56,2016,3
64,64,58,59,64,56,2016,3
64,64,59,59,63,56,2016,3
63,63,58,59,63,56,2016,3
63,63,58,58,63,55,2016,3
63,62,57,58,63,55,2016,3
63,63,56,58,62,56,2016,3
63,63,56,58,61,56,2016,3
62,62,56,58,60,56,2016,3
62,62,55,58,59,57,2016,3
62,62,55,57,59,58,2016,3
62,62,55,57,59,58,2016,3
62,62,55,57,59,59,2016,3
63,63,57,57,59,60,2016,3
63,63,57,57,59,61,2016,3
62,62,57,57,59,61,2016,3
62,62,58,57,59,62,2016,3
63,63,58,57,59,62,2016,3
64,64,58,58,60,62,2016,3
65,65,59,58,61,63,2016,3
66,66,60,59,62,63,2016,3
67,67,60,60,64,63,2016,3
68,68,61,60,64,63,2016,3
69,69,62,60,65,63,2016,3
69,69,62,61,65,64,2016,3
70,70,63,61,66,65,2016,3
71,71,63,61,66,66,2016,3
71,71,64,62,67,68,2016,3
72,72,65,63,68,69,2016,3
73,73,66,63,69,69,2016,3
74,74,67,64,71,69,2016,3
77,77,68,64,73,70,2016,3
78,78,68,65,75,69,2016,3
79,79,70,65,77,70,2016,3
80,80,72,65,79,70,2016,3
81,81,73,65,81,69,2016,3
81,81,72,65,80,68,2016,3
81,81,72,65,80,68,2016,3
80,80,72,65,80,68,2016,3
81,80,73,65,81,68,2016,3
82,81,73,66,82,68,2016,3
83,81,75,66,83,68,2016,3
82,81,76,66,82,68,2016,3
82,82,77,67,82,68,2016,3
82,82,77,68,82,68,2016,3
82,82,76,68,82,68,2016,3
82,82,76,68,82,68,2016,3
82,82,76,68,82,68,2016,3
82,82,75,68,82,68,2016,3
82,82,75,68,82,67,2016,3
82,82,76,68,82,67,2016,3
81,81,76,68,81,67,2016,3
80,80,78,68,80,67,2016,3
80,79,80,67,78,68,2016,3
83,77,83,67,77,70,2016,3
84,76,84,66,76,72,2016,3
84,75,84,66,74,73,2016,3
83,74,83,66,73,74,2016,3
82,72,82,66,72,74,2016,3
82,75,82,67,74,74,2016,3
83,75,83,69,74,75,2016,3
82,75,82,69,74,74,2016,3
81,75,81,70,74,74,2016,3
80,74,80,70,73,74,2016,3
79,73,79,70,71,74,2016,3
77,72,77,69,71,73,2016,3
76,71,76,68,70,73,2016,3
76,70,76,68,70,73,2016,3
76,70,76,68,69,73,2016,3
76,70,76,69,69,72,2016,3
75,69,75,70,68,72,2016,3
76,69,76,70,69,72,2016,3
76,70,76,71,70,72,2016,3
75,70,75,71,69,71,2016,3
74,70,74,71,70,70,2016,3
72,72,72,70,72,71,2016,3
74,73,69,71,74,69,2016,3
76,76,65,72,76,68,2016,3
78,78,65,72,77,65,2016,3
79,79,64,72,79,64,2016,3
81,81,64,72,80,63,2016,3
81,81,63,72,80,63,2016,3
80,80,64,71,80,63,2016,4
80,80,65,71,79,62,2016,4
80,80,65,73,79,62,2016,4
79,79,65,74,79,62,2016,4
80,80,66,75,80,61,2016,4
80,80,65,74,80,61,2016,4
80,80,66,73,80,62,2016,4
80,80,68,72,80,62,2016,4
80,79,70,71,80,62,2016,4
79,78,71,70,79,63,2016,4
79,78,70,69,79,63,2016,4
79,78,70,68,79,63,2016,4
79,78,69,68,79,63,2016,4
78,78,70,68,78,63,2016,4
79,78,69,68,79,62,2016,4
78,77,69,68,78,63,2016,4
76,76,70,68,76,63,2016,4
74,74,70,67,74,62,2016,4
70,67,70,65,69,62,2016,4
70,66,70,65,68,62,2016,4
70,65,70,65,67,62,2016,4
70,62,70,64,64,61,2016,4
71,61,71,62,64,61,2016,4
71,61,71,59,63,61,2016,4
71,61,71,57,63,62,2016,4
71,60,71,56,61,62,2016,4
72,60,72,56,60,64,2016,4
72,60,72,57,60,65,2016,4
70,61,70,57,61,66,2016,4
69,62,69,58,63,66,2016,4
70,61,70,58,62,64,2016,4
69,61,69,58,62,64,2016,4
69,61,69,57,61,65,2016,4
68,60,68,57,61,64,2016,4
67,60,67,57,60,63,2016,4
66,59,66,56,60,62,2016,4
65,59,65,56,60,62,2016,4
65,59,65,56,60,62,2016,4
65,59,65,56,59,62,2016,4
65,58,65,56,58,63,2016,4
66,58,66,56,58,63,2016,4
66,60,66,58,60,64,2016,4
64,61,64,58,60,64,2016,4
64,61,63,58,60,64,2016,4
64,62,63,57,60,64,2016,4
63,61,63,57,60,63,2016,4
62,61,62,56,59,61,2016,4
61,60,61,56,58,60,2016,4
59,59,59,56,57,58,2016,4
59,58,59,55,55,58,2016,4
59,57,59,54,55,57,2016,4
58,57,58,53,55,57,2016,4
58,56,58,53,54,57,2016,4
58,56,58,53,55,57,2016,4
58,56,58,53,55,57,2016,4
59,57,59,53,55,58,2016,4
58,56,58,53,55,58,2016,4
58,56,58,52,55,57,2016,4
57,56,57,52,55,57,2016,4
57,56,57,53,54,57,2016,4
57,55,57,52,54,57,2016,4
57,55,57,52,55,56,2016,4
56,54,56,52,54,55,2016,4
55,53,54,50,52,55,2016,4
55,52,54,51,52,55,2016,4
55,52,54,51,52,55,2016,4
54,52,54,52,52,54,2016,4
54,52,54,52,52,54,2016,4
55,53,55,53,53,55,2016,4
56,53,56,53,53,56,2016,4
56,53,56,53,54,56,2016,4
57,54,57,54,55,57,2016,4
57,54,57,55,55,57,2016,4
57,55,57,55,56,57,2016,4
58,55,58,55,56,58,2016,4
59,55,58,55,56,59,2016,4
58,56,58,55,56,58,2016,4
59,56,57,55,55,59,2016,4
62,57,58,56,56,62,2016,4
62,57,57,57,56,62,2016,4
62,57,57,56,55,62,2016,4
62,57,57,56,55,62,2016,4
62,57,57,56,55,62,2016,4
62,57,57,56,55,62,2016,4
61,57,58,56,54,61,2016,4
61,57,59,56,54,61,2016,4
61,57,59,55,54,61,2016,4
61,57,58,55,54,61,2016,4
60,56,58,55,54,60,2016,4
60,56,58,55,54,60,2016,4
59,56,57,54,53,59,2016,4
58,55,56,54,53,58,2016,4
58,56,56,53,53,58,2016,4
58,56,56,53,53,58,2016,4
59,56,56,53,53,59,2016,4
59,55,55,53,53,59,2016,4
58,55,55,53,53,58,2016,4
58,54,55,53,53,58,2016,4
57,54,55,52,53,57,2016,4
56,54,54,53,53,56,2016,4
57,55,54,53,53,57,2016,4
56,54,54,52,53,56,2016,4
55,54,54,53,53,55,2016,4
55,55,54,53,54,55,2016,4
55,55,54,53,54,55,2016,4
56,55,54,53,54,56,2016,4
56,55,53,53,54,56,2016,4
57,55,52,53,54,57,2016,4
57,55,52,53,54,57,2016,4
57,54,52,53,54,57,2016,4
58,54,52,53,53,58,2016,4
58,54,52,53,53,58,2016,4
58,54,53,53,54,58,2016,4
58,54,53,53,54,58,2016,4
59,55,53,53,54,59,2016,4
59,55,54,53,54,59,2016,4
59,54,54,53,54,59,2016,4
58,55,54,54,54,58,2016,4
59,55,54,54,55,59,2016,4
60,56,54,54,55,60,2016,4
60,57,54,54,56,60,2016,4
74,74,70,65,71,69,2016,4
76,76,71,66,72,69,2016,4
77,77,71,67,73,69,2016,4
77,77,71,66,73,68,2016,4
77,77,70,68,72,67,2016,4
77,77,68,68,72,67,2016,4
76,76,68,68,71,66,2016,4
75,75,68,68,70,66,2016,4
75,75,68,67,70,66,2016,4
76,76,69,67,70,67,2016,4
76,76,69,67,70,67,2016,4
76,76,69,67,69,67,2016,4
75,75,68,66,68,67,2016,4
75,75,67,66,68,67,2016,4
74,74,67,66,67,66,2016,4
72,72,66,65,67,64,2016,4
72,72,65,65,66,63,2016,4
71,71,64,64,65,62,2016,4
70,70,64,64,65,61,2016,4
68,68,64,63,64,61,2016,4
68,68,65,63,62,60,2016,4
67,67,64,62,61,59,2016,4
65,65,63,62,60,58,2016,4
64,64,62,61,60,57,2016,4
63,63,61,60,59,56,2016,4
62,62,61,60,58,56,2016,4
60,60,60,60,58,56,2016,4
60,60,60,59,58,56,2016,4
60,60,60,58,58,56,2016,4
61,61,60,58,59,57,2016,4
62,62,62,58,60,58,2016,4
64,62,64,59,61,58,2016,4
65,62,65,59,62,58,2016,4
67,63,67,60,62,59,2016,4
67,64,67,60,62,59,2016,4
67,64,67,60,62,59,2016,4
68,64,68,60,62,59,2016,4
68,65,68,60,62,59,2016,4
69,66,69,61,62,60,2016,4
70,67,70,62,63,59,2016,4
70,68,70,62,63,60,2016,4
70,69,70,64,64,60,2016,4
70,69,70,64,65,60,2016,4
69,68,69,65,65,61,2016,4
70,68,70,65,65,61,2016,4
70,69,70,64,65,61,2016,4
70,69,70,64,65,61,2016,4
70,70,70,65,66,61,2016,4
70,69,70,65,66,61,2016,4
70,70,70,65,66,61,2016,4
70,70,70,65,66,61,2016,4
70,70,70,66,66,61,2016,4
69,69,69,65,65,60,2016,4
68,68,67,64,64,60,2016,4
68,68,65,65,64,60,2016,4
69,69,63,64,64,59,2016,4
68,68,63,63,64,58,2016,4
68,68,63,63,63,58,2016,4
68,68,64,64,64,58,2016,4
69,69,63,64,65,58,2016,4
69,69,63,64,65,59,2016,4
68,68,63,64,65,59,2016,4
68,68,62,64,65,59,2016,4
67,67,62,63,64,59,2016,4
66,66,62,61,63,58,2016,4
65,65,61,60,62,58,2016,4
65,65,61,59,61,57,2016,4
65,65,60,59,60,57,2016,4
64,64,60,59,60,56,2016,4
64,64,59,58,59,56,2016,4
62,62,58,58,59,56,2016,4
62,62,58,57,58,55,2016,4
62,62,58,56,58,55,2016,4
61,61,58,56,57,54,2016,4
60,60,57,55,57,54,2016,4
60,60,57,55,56,53,2016,4
60,60,57,55,57,53,2016,4
61,61,56,54,56,53,2016,4
61,61,56,54,56,52,2016,4
60,60,56,54,56,52,2016,4
59,59,56,54,56,51,2016,4
59,59,55,54,55,51,2016,4
58,58,56,53,55,52,2016,4
58,58,56,53,55,51,2016,4
58,58,56,52,55,50,2016,4
56,56,56,52,54,51,2016,4
55,55,55,52,54,52,2016,4
55,55,54,52,54,52,2016,4
55,55,54,52,54,52,2016,4
55,55,54,52,54,52,2016,4
56,56,54,52,54,52,2016,4
55,55,55,52,54,53,2016,4
55,55,55,52,54,54,2016,4
56,55,56,52,54,55,2016,4
56,55,56,53,54,55,2016,4
56,55,56,53,54,55,2016,4
56,55,56,53,55,56,2016,4
57,55,56,52,55,57,2016,4
58,56,57,53,55,58,2016,4
59,56,58,53,55,59,2016,4
61,56,59,53,55,61,2016,4
63,56,60,54,56,63,2016,4
64,57,60,54,55,64,2016,4
64,56,59,53,54,64,2016,4
64,56,59,53,55,64,2016,4
64,56,59,54,55,64,2016,4
64,56,59,53,55,64,2016,4
64,56,59,53,56,64,2016,4
64,57,60,53,56,64,2016,4
64,56,60,53,56,64,2016,4
64,56,60,53,56,64,2016,4
64,56,61,53,56,64,2016,4
64,56,61,53,56,64,2016,4
64,56,61,53,56,64,2016,4
64,57,60,53,56,64,2016,4
64,57,60,53,56,64,2016,4
62,57,60,53,55,62,2016,4
62,57,60,53,55,62,2016,4
62,56,60,52,55,62,2016,4
61,56,59,53,55,61,2016,4
60,57,59,53,55,60,2016,4
60,56,58,53,55,60,2016,4
59,56,57,53,54,59,2016,4
58,55,57,52,54,58,2016,4
56,55,56,52,53,56,2016,4
56,54,56,52,53,56,2016,4
56,54,56,52,53,56,2016,4
56,53,56,50,52,56,2016,4
56,53,55,48,52,56,2016,4
55,52,55,48,49,55,2016,4
55,53,54,51,49,55,2016,4
55,53,53,52,50,55,2016,4
54,54,53,52,51,54,2016,4
54,54,53,53,51,54,2016,4
54,54,53,53,52,54,2016,4
54,54,53,53,52,54,2016,4
55,55,54,54,52,55,2016,4
56,56,55,54,53,54,2016,4
56,56,56,54,54,55,2016,4
57,57,56,55,55,56,2016,4
58,58,57,56,56,56,2016,4
59,59,57,57,56,57,2016,4
60,60,58,57,57,58,2016,4
60,60,59,58,57,59,2016,4
61,61,60,58,57,60,2016,4
61,61,61,58,58,61,2016,4
62,62,62,58,58,61,2016,4
62,62,62,59,59,62,2016,4
63,63,63,59,60,62,2016,4
64,64,63,60,61,63,2016,4
64,64,64,60,61,64,2016,4
65,65,65,61,61,65,2016,4
65,65,65,61,62,65,2016,4
66,64,66,60,61,65,2016,4
67,64,67,60,61,64,2016,4
67,64,67,59,60,64,2016,4
67,63,67,59,60,64,2016,4
68,64,68,59,61,65,2016,4
67,63,67,59,61,65,2016,4
68,63,68,59,62,66,2016,4
68,62,68,59,63,67,2016,4
68,63,68,58,64,68,2016,4
69,62,69,58,63,68,2016,4
69,62,69,58,63,69,2016,4
70,62,70,57,63,68,2016,4
70,61,70,57,63,68,2016,4
72,61,72,57,62,67,2016,4
69,60,69,56,62,66,2016,4
68,60,68,55,61,65,2016,4
68,59,68,55,61,64,2016,4
67,58,67,54,60,62,2016,4
67,58,67,54,59,62,2016,4
67,57,67,54,59,61,2016,4
67,57,67,53,58,61,2016,4
66,57,66,53,58,61,2016,4
67,57,67,54,58,61,2016,4
66,59,66,54,61,62,2016,4
67,60,67,56,62,63,2016,4
66,61,66,58,64,63,2016,4
66,62,65,60,66,63,2016,4
67,63,65,63,67,62,2016,4
67,64,65,66,67,61,2016,4
67,64,63,67,66,61,2016,4
67,64,62,67,64,59,2016,4
68,63,61,68,63,58,2016,4
68,63,60,68,63,57,2016,4
68,63,60,68,62,56,2016,4
68,62,59,68,62,56,2016,4
68,62,57,68,61,56,2016,4
68,62,57,68,61,56,2016,4
69,63,57,69,62,56,2016,4
69,63,58,69,62,56,2016,4
69,63,58,69,62,56,2016,4
70,63,57,70,62,56,2016,4
70,63,57,70,62,56,2016,4
70,64,58,70,62,57,2016,4
71,64,58,71,63,58,2016,4
71,64,58,71,63,58,2016,4
70,64,57,70,62,58,2016,4
69,62,56,69,59,57,2016,4
68,60,56,68,58,56,2016,4
65,59,56,65,56,56,2016,4
62,57,57,62,54,57,2016,4
60,56,57,60,53,58,2016,4
59,56,58,57,53,59,2016,4
60,56,60,57,55,60,2016,4
61,57,60,58,56,61,2016,4
61,57,60,59,56,61,2016,4
61,57,60,60,56,61,2016,4
61,57,60,60,56,61,2016,4
61,58,60,61,57,61,2016,4
61,58,61,61,57,61,2016,4
61,58,61,60,57,61,2016,4
61,58,60,60,57,61,2016,4
60,58,59,60,57,60,2016,4
61,59,59,60,58,61,2016,4
61,60,60,61,60,61,2016,4
62,60,60,61,61,62,2016,4
62,60,60,60,61,62,2016,4
61,59,60,59,61,61,2016,4
61,60,60,59,61,61,2016,4
61,59,59,59,61,61,2016,4
61,60,59,60,61,60,2016,4
61,61,59,60,61,60,2016,4
61,61,59,60,61,60,2016,4
61,61,59,60,61,60,2016,4
61,61,58,60,60,58,2016,4
60,60,58,60,60,57,2016,4
59,59,57,59,58,56,2016,4
59,59,57,57,57,56,2016,4
58,58,57,55,57,55,2016,4
58,58,57,54,57,56,2016,4
58,57,58,54,57,56,2016,4
58,57,58,53,57,56,2016,4
58,58,58,53,57,56,2016,4
59,58,59,54,57,57,2016,4
59,58,59,54,58,57,2016,4
59,59,59,54,58,59,2016,4
59,59,59,54,57,59,2016,4
59,58,58,53,56,59,2016,4
59,58,57,54,55,59,2016,4
58,57,57,55,55,58,2016,4
58,58,57,55,55,58,2016,4
59,59,58,55,56,58,2016,4
59,59,58,56,56,59,2016,4
60,59,59,55,56,60,2016,4
61,59,59,55,55,61,2016,4
61,58,59,55,55,61,2016,4
61,59,58,55,55,61,2016,4
61,59,57,55,55,61,2016,4
61,59,57,55,55,61,2016,4
61,59,57,55,55,61,2016,4
61,59,57,55,55,61,2016,4
61,59,57,55,55,61,2016,4
61,59,57,55,55,61,2016,4
60,60,56,55,55,60,2016,4
61,59,56,55,55,61,2016,4
61,58,56,54,54,61,2016,4
60,59,56,54,54,60,2016,4
60,58,55,53,53,60,2016,4
59,57,55,53,51,59,2016,4
52,44,52,40,33,51,2016,4
51,43,51,42,32,50,2016,4
51,43,51,44,34,51,2016,4
52,43,50,43,35,52,2016,4
52,47,50,45,38,52,2016,4
52,47,51,45,38,52,2016,4
53,50,51,46,40,53,2016,4
53,52,51,45,42,53,2016,4
53,51,52,46,43,53,2016,4
54,51,52,44,45,54,2016,4
55,52,52,44,46,55,2016,4
56,52,51,44,46,56,2016,4
58,52,52,45,45,58,2016,4
58,52,53,46,47,58,2016,4
59,52,54,46,51,59,2016,4
61,53,57,50,53,61,2016,4
62,54,59,50,53,62,2016,4
63,54,60,51,53,63,2016,4
63,54,61,51,54,63,2016,4
63,55,62,51,54,63,2016,4
62,55,61,51,54,62,2016,4
62,55,61,52,54,62,2016,4
62,54,61,51,54,62,2016,4
61,54,61,51,54,61,2016,4
62,55,61,49,54,62,2016,4
61,54,61,49,54,61,2016,4
61,54,61,49,54,60,2016,4
61,54,61,49,53,60,2016,4
61,54,61,49,54,59,2016,4
61,54,61,48,54,59,2016,4
63,54,63,51,55,58,2016,4
63,55,63,51,55,58,2016,4
63,55,63,50,55,57,2016,4
62,54,62,51,54,56,2016,4
64,54,64,51,54,55,2016,4
64,54,64,50,55,54,2016,4
64,55,64,50,55,55,2016,4
63,56,63,52,56,56,2016,4
64,56,64,52,57,57,2016,4
65,57,65,52,58,58,2016,4
64,58,64,53,59,59,2016,4
65,58,65,54,60,61,2016,4
65,59,65,55,61,62,2016,4
66,59,66,55,63,64,2016,4
66,59,66,55,64,65,2016,4
67,59,67,56,65,66,2016,4
68,59,68,56,65,67,2016,4
68,58,68,56,64,68,2016,4
69,58,68,55,64,69,2016,4
69,58,68,55,64,69,2016,4
68,58,67,55,64,68,2016,4
68,58,68,55,64,68,2016,4
68,57,68,55,64,68,2016,4
68,57,67,55,63,68,2016,4
68,57,66,55,63,68,2016,4
68,57,67,55,64,68,2016,4
69,58,67,55,64,69,2016,4
70,58,67,55,65,70,2016,4
71,58,67,56,65,71,2016,4
70,58,69,56,65,70,2016,4
70,58,70,56,64,69,2016,4
70,57,70,57,62,67,2016,4
69,55,69,56,62,67,2016,4
70,54,70,56,62,66,2016,4
70,54,70,56,61,66,2016,4
70,54,70,56,61,65,2016,4
69,55,69,56,61,65,2016,4
70,55,70,57,62,66,2016,4
70,56,70,58,62,65,2016,4
70,56,70,59,63,65,2016,4
70,56,70,59,63,65,2016,4
70,57,70,60,63,65,2016,4
70,57,70,59,64,66,2016,4
71,57,71,60,63,66,2016,4
71,57,71,60,63,66,2016,4
71,57,71,60,63,66,2016,4
71,57,71,59,63,66,2016,4
71,56,71,59,62,66,2016,4
71,57,71,59,62,66,2016,4
71,56,71,60,62,66,2016,4
71,57,71,61,63,65,2016,4
71,58,71,61,63,65,2016,4
71,58,71,62,64,66,2016,4
71,58,71,61,65,67,2016,4
70,58,70,61,66,68,2016,4
70,59,70,61,65,69,2016,4
70,59,70,60,64,69,2016,4
70,59,70,59,63,69,2016,4
71,59,71,58,62,69,2016,4
72,58,72,57,61,69,2016,4
71,57,71,56,61,69,2016,4
71,57,71,56,61,69,2016,4
71,58,71,55,62,69,2016,4
71,58,71,55,62,69,2016,4
71,58,71,55,62,69,2016,4
71,58,71,56,62,68,2016,4
70,58,70,56,62,69,2016,4
71,59,71,56,63,69,2016,4
72,58,72,56,63,69,2016,4
71,58,71,56,62,69,2016,4
71,59,71,56,63,69,2016,4
70,59,70,56,63,69,2016,4
70,59,70,56,64,69,2016,4
71,59,71,56,64,69,2016,4
71,60,71,56,64,69,2016,4
70,60,70,56,64,68,2016,4
69,61,69,56,65,68,2016,4
68,62,68,57,65,67,2016,4
68,63,68,58,66,66,2016,4
68,64,68,60,68,66,2016,4
69,65,69,61,69,66,2016,4
70,67,68,63,70,65,2016,4
71,68,69,64,71,64,2016,4
71,70,69,65,71,64,2016,4
71,71,69,67,71,63,2016,4
71,71,70,68,71,63,2016,4
72,72,70,69,71,63,2016,4
73,73,70,69,72,63,2016,4
73,73,70,70,72,63,2016,4
74,74,70,71,73,64,2016,4
75,75,70,72,74,65,2016,4
78,78,69,73,75,67,2016,4
80,80,69,75,78,68,2016,4
80,80,70,74,78,68,2016,4
81,81,70,74,77,67,2016,4
81,81,70,74,77,67,2016,4
80,80,68,73,77,67,2016,4
80,80,67,73,77,67,2016,4
80,80,67,74,77,67,2016,4
80,80,67,74,77,67,2016,4
81,81,67,75,78,67,2016,5
81,81,66,75,78,66,2016,5
81,81,66,75,77,66,2016,5
81,81,66,74,77,66,2016,5
79,79,66,74,77,67,2016,5
78,78,67,74,77,67,2016,5
79,79,66,74,76,67,2016,5
78,78,66,74,76,67,2016,5
77,77,66,74,77,67,2016,5
77,77,66,74,77,67,2016,5
77,77,66,74,77,67,2016,5
77,77,66,73,76,67,2016,5
76,76,66,72,76,66,2016,5
75,74,65,72,75,65,2016,5
73,72,65,70,73,64,2016,5
71,70,64,68,71,64,2016,5
70,69,63,69,70,63,2016,5
71,68,64,68,71,63,2016,5
70,68,63,68,70,63,2016,5
69,66,63,67,69,63,2016,5
67,65,62,67,67,63,2016,5
66,65,62,66,66,63,2016,5
65,63,62,65,64,62,2016,5
62,61,61,62,60,60,2016,5
61,59,61,60,59,59,2016,5
59,59,59,59,58,58,2016,5
59,58,59,58,57,57,2016,5
58,58,58,58,56,55,2016,5
57,57,57,56,55,55,2016,5
56,55,56,55,54,54,2016,5
55,54,55,53,52,54,2016,5
55,54,55,51,51,54,2016,5
55,52,55,47,51,54,2016,5
55,52,55,44,48,53,2016,5
55,51,55,43,47,53,2016,5
54,48,54,41,45,53,2016,5
54,47,54,39,42,52,2016,5
55,45,55,40,41,52,2016,5
55,48,55,40,42,51,2016,5
54,47,54,40,41,48,2016,5
53,45,53,41,41,48,2016,5
53,44,53,41,41,48,2016,5
54,46,54,43,43,48,2016,5
54,47,54,44,45,49,2016,5
55,46,55,44,47,51,2016,5
54,45,54,45,48,52,2016,5
55,45,55,45,51,53,2016,5
55,46,55,45,52,53,2016,5
56,45,56,45,53,53,2016,5
56,44,56,44,53,54,2016,5
57,45,57,44,53,54,2016,5
58,44,58,44,53,55,2016,5
60,45,60,43,54,55,2016,5
61,46,61,45,55,56,2016,5
62,49,62,51,56,56,2016,5
61,52,61,53,57,57,2016,5
62,53,62,54,58,57,2016,5
63,53,63,54,58,57,2016,5
63,53,63,54,59,58,2016,5
64,53,64,54,59,58,2016,5
63,53,63,53,58,58,2016,5
64,52,64,53,57,58,2016,5
64,53,64,53,58,59,2016,5
64,53,64,53,58,59,2016,5
64,53,64,52,58,59,2016,5
64,53,64,51,57,59,2016,5
63,52,63,51,57,58,2016,5
63,52,63,50,56,58,2016,5
62,52,62,49,56,57,2016,5
